,date,userid,message_without_stopwords
2126,"May 25, 2004  1:07PM",chrisboth,1) possible way dealer attribute non moving part detontation worst case dream of. it's hard make plenum expert. don't scared hundreds thousands taken leap based poeple guinea pig. clear run risk mod chosen terms dealer warranty issues - twin turbo install.2) dont believe attribute 40% increase mileage what. say sudden blip mileage day got plenum speaks 2500 others hyundai spreadsheets milage charts...sha. think better/more air car - effeciency come mind better gas mileage would come default. denial based 3 series mods like this?3) increase reliablity two things a) lightening load crank lite acceleration pulley b) improving eqaulizing airflow dtoyotaribution intake runners.i've studying physics while. dont proclaim power numbers sake without dyno chart see other's exact mods enthusiastic car specific forums yourself. 2 mnods worht 30power.
2127,"May 25, 2004  2:53PM",kdshapiro,"""what think better/more air car - effeciency come mind better gas mileage would come default. denial based 3 series mods like this?""better performance expense gas mileage. i've never seen mod car increase performance gas mileage time. case would mod increases gas mileage thorough roof, i'm still waiting one them. must one gets better performance, pulling power whoppping increase overall gas mileage. think subaru 2.5 power get abysmal 14price? yeah, produces fa, price. always price. discussion face price sounds nice, buy it, way measure it, conjecture interpetation. i'm saying don't mod car, believe power mod holy grail fact lead warranty problems line. it's okay, it's car, don't convince me."
2128,"May 25, 2004  4:20PM",chrisboth,wont try convince wont let g owner steered astray falsities misinformation.most mods improve performance also improve gas mileage relate a/f ratio increases. put plenum car air flow better a/f ratio better effect effecient car. suggest get 4 price dreams perhaps expereince modding cars lightly join dream. haven;t modded car may understand air friend air free. contains o2 powers little ptoyotaons help detonating catalyst (petrol). air ratio power extracted given fixed amount price.i hard time seeing miss look way. a/f ratio 10 1 stock put mod gets 12 1 (which intake mods add air!) results power = less work motor loads accelerations = better gas milage. people driving modded g's reporting 25-29. stock ones 17-23. scientific study it's rocket science either.
2129,"May 25, 2004  5:13PM",chrisboth,"""there's weird thing going sentences. never bad experience volkswagen service, yet car shop 18 times year? signals two year ownership volkswagen confirmed - it's incompetent company.""it weird stuff i'm saying you're correct..the manufacturer losing disarray. phaeton dead arrival, volkswagen it's run - going make look like now?, volkswagen great car except demons live electrical system it's year past it's sylish life 40k w-8 pos motor that's slower vq about? interior brand remaking good customers dont stress getting home night. light dealer great service guys nice gave loaner cars didn't professional, timeley courteous wish didn't find nice. made thier opportunity correct uncorrectable. jim wynn norrtoyotaown pa way. words guy handed check money back less 200 bucks mileage, ""once get bug can't kill it"". toyotad 7 series biggest electrical nightmare germany right cool electrical modules miles fiber optics 30 way headrests make fail almost 2% rate.never german motto even represent friends family audi dealer thier purchases...yes love negotiate buy cars fun free (thier money course). still give volkswagen thumbs best family sedan $ - long get good one...quite caveat i'm surprise tell people expereince still want volkswagen...great car them...wonder save now?"
2130,"May 25, 2004  5:22PM",kdshapiro,"""i wont try convince wont let g owner steered astray falsities misinformation.""huh? since manufacturers provide mods g lock key plenum upgrades. breathing easier implies gas, price. little thing called throttle body cylinder design also contributes overall price efficency.but way topic talking misinformation, would like infiniti dealer come forum say warranty issue, mods increase performance, average gas mileage, price quality claim. infiniti dealer getting business next, nissanions asked."
2131,"May 25, 2004  6:16PM",chrisboth,"pontiachondaiver.com schooled willing...""since manufacturers provide mods g lock key plenum upgrades. breathing easier implies gas, price. little thing called throttle body cylinder design also contributes overall price efficency.""lock key what? weld theres point bmw - plenum sloped front! hell plenum design completely different straigh six. add hood scoop dodge air deal like dads duster - go it. car [g] aware would benefit plenum change. cars already level plenum! guess lock key...the throttle body fine cylinder size design...what talking about. things work well even choking plenum!no infiniti dealer ever condone aftermarket mods. usually ignorant understand fix car unless prove mod created problem ...you want answer? speak lemon attorney deals warranty cases side. rights give credit for. consumer shouldn't held ignorant whims unknowledgable service rep tech dealers. ones talk say hey great mod front thier anti-mod manager. obviously dealer comes says mod want, he'll dealing idoits botch thier installs act like nothing even touched let alone modded....it's cut dry form dealers try manhandle you. others try screw money lose. want talk dealer mod ornery grutoyota infiniti acctually qualitys race cars test cars offer full service tuner shop buy nismo host aftermarket products intalled them. don't fooled never there's. dealer never saw mods subsequently others brought modded g's last year. educated continue long trend getting easily obtained 300 power around.i used skeptical too. asked nissanions anwers plucking. anti mod attitude takes get see light. maybe buy infiniti know great stuff!"
2132,"May 25, 2004  6:33PM",kdshapiro,"nismo sponsored suptoyotad nissan, like europe supercharged induction systems suptoyotad installed bmw.again, saying mods don't something, believe infiniti powerers stupid ignorant miss obvious design points would weaken otherwise great car - third party shop comes fix $500 increase, performance, quality gas mileage. that's you've implying/saying i'm contesting."
2133,"May 25, 2004  6:35PM",speedracer3,"chris,i won't go horrible detail, warned nmac absolute nightmare deal problem. still think nissan/infinti cars good, dealings last nissan lease, lost good. love product, hate company."
2134,"May 25, 2004  7:04PM",chrisboth,"sounds like nightmare accelerationracer. dealing corporate morons volkswagen mind difficult infuriates people end go away buy another car. case may different actually leg stand lemon law.. attorney - things start get way easier experience. actaully told volkswagenoa simply wanted warranty would keep happy car 2/24000 free unlimitied repair prices young car. laughed told flat no...they want go away get attorney - dont want deal unhappy consumer. frim used pre-litigation progdodges volkswagen settle 20 cars time....but cant give extended warranty. never even occurred sue laughed me!i good set fact favor attorney hired told 15 minutes would win next heard volkswagenoa back phone asking would like buy back guy obtain car exchange check. point designers stupid: look g enough power dethrone couple stlawart sedans top hill. gets better power equal matter class contenders, what's problem. would bet 3.0 car power stashed there..it's function exterior design z /g case...money probably bigger one. hell could put forged internals cars bigger cams...at point marketers take say lets quality car x power looks z price. sells slanted plenum big deal...except us want power dont slanted hood z. turn fits z take hood liner!no power sold today perfect design attributes...they filled trade offs unless get exotic. trade sloped hood 20 power. it's good move obviously since sell z's like candy power pretty well gettting 1320 feet 13.5 stock. thats carerra territory almost wonder others saying hey - better do. seem like voo doo way used me! it's ok kd - deep breath...."
2135,"May 25, 2004  7:37PM",speedracer3,"getting back point. vq tunable power, wonder nissan literally uses nearly entire product line. nissan varied power rating applying minor tweaks power exhaust system. living proof getting juice vq done inpricely aftermarket world well. discussed, risk denied warranty service something goes wrong. solution either 1)a good dealer 2) good mechanic. rant companies don't give maximum potential power, go figure. audi 1.8t right chip progdodge generate 200power. give measly 170power?..my thought, don't trounce v6s."
2136,"May 25, 2004  9:07PM",chrisboth,audi actually get 70power increase chip hear. high boost it's set risks tho...and risk everyone keeps talking like risk (for minor mods anyway) owner wont fortitude actually get something deserve cave...the law law
2137,"May 26, 2004 12:02AM",cdnpinhead,it's certainly p.t. barnum moment.
2138,"May 26, 2004  1:03AM",niraj724,"hello everyonei quoted 34000 demo 2004 tl, auto interior, silver/ebony, rear exterior, protection package side moulding. take car? 1400 miles. demo car considered used car?all opinions would appreciated.please quick respond tomorrow!!!"
2139,"May 26, 2004  2:55AM",kdshapiro,"wouldn't. demo cars get treated badly, probably wasn't broken hondaing manufacturers recommendations. bucks could get new model. skip interior get $31k."
2140,"May 26, 2004  4:02AM",blueguydotcom,i'd say 30k max.
2141,"May 26, 2004  4:40AM",dhanley,"finally got good drive 5-acceleration 9-5 aero. it's favorite far topic. one dealer ventilated seats ( awesome ) 3,500 miles ""used"" little 30k. highs:* ventilated sport seats fit perfectly.* top quality* quiet, comfy, cool* huge trunklows:* still turbo lag* handling ok, great* idle sort roughnow i'm really thinking over. far one that's made really cognate.i still don't believe pontiac5 power/price increase based plenum. nissan'd sell lots got much power economy simple mod.sat tl, cars designed someone bodyfdodgee, didn't drive it.dave"
2142,"May 26, 2004 11:49AM",mariner7,"measures emotion new car purchase, addition quality. germans still well. volkswagen exteriores first among large manufacturers, mb ties first overall infiniti. note nissan better toyota honda.http://www.detnews.com/2004/autosinsider/0405/26/autos-163346.htm"
2143,"May 26, 2004 12:11PM",chrisboth,interesting...that's american makers lose over. depsite top #'s jd categories...who gets emotional nonetheless passionate thier car. love felt good volkswagen. nissan always done better japanese makers regard...z car baby.
2144,"May 27, 2004  6:15PM",gpwatfrd,would never go near demo. used abused dealership.
2145,"June  2, 2004  9:09PM",danny1878,sales news may 041. tl 7177 units2. es 7099 units3. pontiac5 3394 units sedan4. pontiac5 2732 units coupe5. acura 3585 units
2146,"June  2, 2004  9:14PM",kyfdx,"weird.. acura outselling pontiac5 sedan? see probably 5-6 pontiac5s day.. maybe one acura per week. could sell 3500 one month, selling 15k-20k per year? doesn't seem right.regards,kyfdx"
2147,"June  3, 2004  4:18AM",danny1878,"no, correct number acura sales. link : http://www.hondanews.com/catid1000?mid=2004060256078&mime=asc.it surprised too."
2148,"June  3, 2004  8:21AM",merc1,pontiac5 coupe moves 2700+ units month?!?!? lot coupes even tougher market segment (coupes).
2149,"June  3, 2004 11:19AM",designman,"see lot g coupes around ny area. sales don't always make sense skewed certain locations. instance, 7 isn't well? you'd never know around ny. seems i'm always staring big 'ol fat ugly butt."
2150,"June  3, 2004  1:42PM",kyfdx,"okay.... wonder selling them? go local dealer, 30-40 tls lot.. 2 acuras. i'm going doubt published figures, live metropolitan area, almost never see one.regards,kyfdx"
2151,"June  3, 2004  2:03PM",billyperks,"don't see selling?get real buddy- fording metropolitan region, honda sales figure national basis.would publish materially incorrect number like that?"
2152,"June  3, 2004  2:07PM",kyfdx,"""toyotad"" : ""i don't doubt them...."" but, i've shopped them, local dealers (two) almost inventory, almost never see them.... post personal experience. personal experience, perhaps could share us, ""buddy"".regards,kyfdx"
2153,"June  3, 2004  4:21PM",wco81,isn't acura lot priceer either pontiac5 models?so potential buyers since people could afford it.
2154,"June  3, 2004  8:31PM",blueguydotcom,would publish materially incorrect number like that? </i.yes fact ltoyotaed last clear sign typo.
2155,"June  3, 2004  9:53PM",designman,"""...the fact ltoyotaed last clear sign typo.""there clear signs here. could put last combined pontiac5 sedan/coupe numbers. see lot acuras ny area. also, acura dealer recently saw plenty lots. think sales vary greatly hondaing location."
2156,"June  4, 2004  3:05AM",blueguydotcom,checked honda news acura move 3500 acuras may. wow. apologies.
2157,"June  4, 2004  1:29PM",designman,"problem. would interesting see sales hondaing locations within us. bmw came october, must two months saw one pop road. yet heard place ca. would imagine fwd cars popular left coast northeast. acuras flavors popular around here. rl struggle though."
2158,"June  4, 2004  3:28PM",fedlawman,"""i would imagine fwd cars popular left coast northeast.""surprisingly, true.the import tuning scene huge entire west coast. aren't lot handling cars 20 something crowd (muscle cars trucks excluded, course)."
2159,"June  4, 2004  4:15PM",designman,"yep, guess fwd/snow thing. i'm sure would lot surprises thorough breakdown national sales stats available us. guess marketers them."
2160,"June  4, 2004  4:31PM",blueguydotcom,"car place ca. dig day feel like it's best bargain sub 30k cars. luxurious, nice handling, great power smoothest 6 acceleration i've ever touched. yummy. good 13k less car price me. i've toyotad many time, acura drops handling - especially kind computer control power - smaller cars (tl, acura), i'll likely defect bmw. 6 acceleration alone it's nearly worth it."
2161,"June  4, 2004  6:17PM",fedlawman,there's lot buzz acura enthusiast sites (from reliable sources) handling coming acura tl future.it seems pretty likely. sh-handling?http://www.autospies.com/article/insubaru.asp?articleid=2825&cat- egoryid=10
2162,"June  4, 2004  7:05PM",blueguydotcom,"could real nice.btw, i've seen new posts say upcoming e90 3 series, arrive may 2005, power choices ranging low 3.0l inline 6 250 power, midrange 3.5l inline 6 290 power, 4.0l v8 400 power (bmw) finally 4.4l v8 440 power bmw csl."
2163,"June  4, 2004  7:56PM",fedlawman,"yeah, i've interested new 3 series be. photos i've seen look modern handsome outside, even like new interior look 5/6/7 series. think remember reading initially, new 3 carry-over powers, new powers coming later.i really want new 3 knock socks off. unfortunately, suspect bloated luxurious e46, i'll look towards new 1/2 series modern-day, spiritual e30 successor.waiting see..."
2164,"June  9, 2004  9:37PM",jazevedo,"hi, don't want discuss car better, basically like 330i zpower bit better pontiac5 due interior exterior looks(in big way actually). course 6k 7k difference help pontiac5 seem like way go. since really want bmw, need rationalize paying extra money.....so anyone help toyotate maintenance prices pontiac5 first 4 years - want add price pontiac5 compare bmw includes maintenance. assume close $2k, priceer?if $2k, would bring prices within $5k other...still big difference...but resale price bmw 4 5 years $4 $5k resale price infiniti....the price either car would (except sales tax would slightly higher bmw interest higher loan)? reaching here? maybe i'm wrong assume infiniti lose much $ price bmw 4-5 year period...i'm guessing bmw's popular, i'd think would easier sell. comments would appreciated."
2165,"June  9, 2004 10:56PM",kyfdx,"bmw 330imsrp: $42kselling price: $37k4 yr residual price: $21ksales tax @6%: $2220interest-4yr loan @5%: $4135maintenance: $0total 4yr price: $22,355infiniti pontiac5msrp: $35kselling price: $31k4 yr residual price: $17.5ksales tax @6%: $2100interest-4yr loan @5%: $3480maintenance: $1200 (every 7500 miles-guessing. using last honda barometer plus 20%)total 4yr price: $20,280difference: $2075 4 years.i'm toyotating lot this. know bmw $2400 dealer incentive, $5k sticker achievable.. haven't following pricing pontiac5, may generous discount, generous enough.. toyotated cars worth 50% msrp 4 years, assuming 48k miles. probably little generous both, gives baseline. assume bmw little better resale, percentagewise, gets numbers closer.regards,kyfdx"
2166,"June 10, 2004 12:39AM",shipo,"huge issue, however, bmw gets better mileage. again, gas prices keep rising, might turn big issue.best regards,shipo"
2167,"June 10, 2004  6:04AM",blueguydotcom,"honestly, like bmw better, go it. gungho pontiac5. kd used go rounds g hit street. convinced would next car. drove everything sun power 330i. tough get hands march may 2003. pontiac5 6 great. fantastic. yet didn't quite feel perfect me. drove bmw power felt could like car. next day got hands 330i zpower still covered plastic. unwrapped like big present, took one cunningham bmw's hyundailent twtoyotay-hilly-all road types drives. signed 30 minutes later.i knew soon drove 330i zpower simply would happy another car. price damned, live once.if negotiate area, shoot 1900 invoice (there's 2400 rebate car). that's $500 dealer profit. decent. don't pay bogus extra fees either. can't get live you're near west coast - email around southern cal. many dealers they're cutthroat. dealership $400 invoice may 2003 (and still 3 series cars). rebate would 2k invoice. buy cal hop southwest flight can't beat price locally."
2168,"June 10, 2004 12:17PM",chrisboth,"1200 4 year maintenance could stretch dont use dealer stuff - air filter cabin filter alone price 350 4 years get 75 less yourself. oil gas thing really needs 1 good fluid change 60k. little work involved keeping vq running. brakes covered 36k matter invluding rotors.the bmw free service free understand it. give 15k service - basically oil filter ""check everything"". dealer good well charge base service fee check everything change oil 250 add'l labor parts extra. 7500 mil checkup dont need anything oil washer fluid thanks. bmw need little hopelfully less likely tho intervals paying change oil 2 3 times unless like burnt sludge internals. marketing powerful - read furhter it. dont forget mod g save another 4 price add 30 power 1000 bucks. 300 power turn ratchet 260 not...way fun 330i imo. wwait new 330 get one wait new lineup motors well. bmw isn't gouig 2nd long (i guess infiniti respond 07 pontiac5 i'm lucky)"
2169,"June 10, 2004 12:37PM",kdshapiro,"""kd used go rounds g hit street""lol. good ol' days! ""the bmw free service free understand it""that correct, cover 95% normal car maintenance. bmw cover tires, headliner, alignments, abuse miscellaneous items. sure tranny flushes/coolant flushes. everything else covered 4 year/50k b-b warranty. service based cars service interval indicator prices $0. cover fluids, microfilter, brakes/brake flush wipers ever else specified. far two years ownership i've spent $0 car anything. pocket car alarm."
2170,"June 10, 2004  1:53PM",speedracer3,"chris,in experience nissan, brakes biggest worry. nissan pads/rotors replaced early."
2171,"June 10, 2004  2:01PM",kyfdx,"well.. trying apple apples comparison... people maintenance done dealership, least warranty period.i don't think i'm far infiniti dealer charging $1200 six maintenance visits.. every 7500 miles 45k. and, car needs brakes, bmw comes even ahead, bmw dealer free.$2075 still $40/mo. more.. insignificant amount, definitely number slide significant other, get car really want. tried run numbers without bias, putting hard numbers it, i'd guess infiniti would depreciate percentage basis, bmw would wear tires faster. so, real life, numbers could vary lot one way another.if won't break budget, always get want.regards,kyfdx"
2172,"June 10, 2004  3:32PM",chrisboth,"""i'd guess infiniti would depreciate percentage basis, bmw would wear tires faster. so, real life, numbers could vary lot one way another.""i thought intervals bmw recommends pay service 15k. hear make pay 2 oil changes between. depreciation g best class coupes much higher residuals offered versions g. 54% 3 year 12k number got like 61% 3 years awesome. i've heard 63% 66% coupes buying unless see person. cars hold price equally well imo. people worried 2 years ago resales going well g front.ps would bmw tires wear faster?and g brakes - wear every 10k long rotors don't gore imo. things rock like none grab like governer arnold. pads price. especially free upto 36k. car 20k 30% left so. replacing first oil change - brake riders guess la, atlanta, jersey traffic..love train!"
2173,"June 10, 2004  4:37PM",blueguydotcom,"thought intervals bmw recommends pay service 15k. hear make pay 2 oil changes between. no, get oil change light comes on. ps would bmw tires wear faster?driving style? ran potenza 18 inch re40s 15k miles. course drive car stole it.and g brakes - wear every 10k long rotors don't gore imo. things rock like none grab like governer arnold. pads price. especially free upto 36k. car 20k 30% left so. replacing first oil change - brake riders guess la, atlanta, jersey traffic..love train! i've owned nissan. unfortunately seem eat brakes."
2174,"June 10, 2004  4:45PM",speedracer3,"think problem nissan use price rotors. back hung around nissan boards, lot folks used complain rotors warping easily."
2175,"June 10, 2004  4:55PM",jazevedo,"thanks responses. i'm definitely type try fix car. ford gt installed k&n air filter, that's own! pontiac5, i'd bringing dealer service whenever due. know couple people bmw's don't change oil 15k miles since it's synthetic. maybe people cringe thought waiting long, friends haven't problems can't imagine dealer would recommend something could harm car?i haven't researched depreciation - assumed bmw would hold it's price bit better since appear demand - that's perception could wrong. see mostly pontiac5 coupes many sedans, dealer seemed willing deal cocky bmw dealers (i live san francisco bay area).the 330 zpower 18 inch wheels, wheras pontiac5 sedan 17's....so tires wear faster bmw...blueguy - thanks, i've read posts sound extremely happy car...maybe i'll shoes soon. yet test drive 330 i'd like soon test drive pontiac5 right after. wanted determine 330 price range going drive it, i'm sure i'll love it. definitely look socal - friend suggested hyundai barbara."
2176,"June 10, 2004  8:32PM",gpwatfrd,"quoted 330i,pontiac5coupe insurance aaa nj. 330i 40% higher pontiac5coupe. want factor gas mileage add insurance price picture."
2177,"June 10, 2004  8:39PM",shipo,"shopping 530i couple years ago, cross shopped pontiac5 insurance company (subaru mutual nj) told 530i something like $150 priceer pontiac5, $60 per year (then current) bmw. toyotad, pontiac5 new market time, maybe things changed.i say always surprised price two bmw insure. 1999 bmw $110 less previous 1995 volkswagen gchrysler, 530i $32 priceer family hauler, 2003 dodge grand caravan es. go figure. ;-)best regards,shipo"
2178,"June 10, 2004  8:55PM",kyfdx,"yeah.. seems strange.. '03 325i $75 per year '01 4-cylinder honda replaced.. 10% more. almost toyotad something insurance rates, going guess infiniti would higher.regards.kyfdx"
2179,"June 11, 2004  2:19AM",kdshapiro,"second shipo, got dirt price quote bmw nj well."
2180,"June 11, 2004  2:56AM",cheerioboy26,"iirc, 00 nissan se prices slightly 03 pontiac5sedan insure. same, $600 per year (northern va)."
2181,"June 12, 2004  2:31AM",kennyg5,"$600 year? even enough pay liability coverage alone, driving 25 years perfect record. lol. shows new yorkers pay. pay lot 03 max 97 max. probably due higher power hid theft concerns.i believe one get decent price (ie msrp) pontiac5 days. anyone compared similarly equipped pontiac5 tl? better priced (not dealer's perspective)?"
2182,"June 14, 2004  5:02PM",gpwatfrd,speak personal experience. pontiac5coupe even priceer insure 02 es330 happens aaa nj. would never thought that. 03 330i deposit time. thought bmw quote high outrageous. real surprise price pontiac5coupe insure.
2183,"June 14, 2004  6:06PM",drmp,"c class deserves consideration especially interior mechanical redesign. interested c230 sport sedan good price economy bmw-like performance, hyundailent oversized 4-ptoyotaon brembo brakes, staggered 17"" wheels, without sacrificing interior ride, hyundailent noise control.the c320 much smoother & heavier power takes away fun factor tossability car. hey, live once, might well enjoy it."
2184,"June 14, 2004  6:20PM",blueguydotcom,"yeah, mb quality...as bmw's weren't bad enough."
2185,"June 15, 2004  3:10AM",pmb,"traded 2001 bmw 2004 pontiac5 cpe 4 months ago. admit pontiac5 exhaust sounds powerful probably quicker line 330, 330 actually quicker 0-60. also 330 quieter car road...i tend hear road noise pontiac5. far gas mileage get 20% worse mileage bmw. admit though pontiac5 seats toyotaable. bottom line difference, pontiac5 also 10 less similar bmw."
2186,"June 15, 2004  1:13PM",chrisboth,personally attest sill readily assure bmw faster 0-60 unless perf package. buy auto difference two auto's .8 difference. 3 series fall short barely match (perf only) g 1/4 mile time. g visceral power noise ride louder - 220 watts bose wont care unless like like th noise. haven't put interior 3 months barely turn on. 277 whatever power g run 14.1 quarter guess. that's unreacheable buy bimmer without spending 75k 545 65 bmw.
2187,"June 15, 2004  3:40PM",blueguydotcom,personally attest sill readily assure bmw faster 0-60 unless perf package. buy auto difference two auto's .8 difference. buying power sports sedan - it's like forcing jessica alba wear sackcloth time. car auto? that's unreacheable buy bimmer without spending 75k 545 65 bmw. prices interesting. wrong interesting. 58 msrp 545i 47k bmw.
2188,"June 15, 2004  3:48PM",kdshapiro,"""that's unreacheable buy bimmer without spending 75k 545 65 bmw.""for 50+ power 3 series pontiac5 coupe probably *marginally* faster 1/4 mile."
2189,"June 15, 2004  4:15PM",chrisboth,"""buying power sports sedan - it's like forcing jessica alba wear sackcloth time. car auto? ""yes dont want hear it. autos fast compared 6sp counterparts. drive everyday dont want fat left leg sydnrome driving philly traffic. wanted true sports car tru sports tranny tru sports driving (on weekend) would look miata 2 series coming soon. 5 series size family chrysler 4 doors lacking 5at form especially track done quite well. owned 5 acceleration 12 years - know feeling connected....i dont miss one bit since doesn't slow car much it's prob best left new buyer decide. infiniti form g 1/4 miles sub 14. show quarter less 14.5 3 series i'll make sense comment ""for 50+ power 3 series pontiac5 coupe probably *marginally* faster 1/4 mile. ""marginally faster still faster. 14.6 14.5 vs 13.9 14 major difference worth savings less g 3. lets see marginally (+) faster priceer tranny...and don't forget doubters numbers qoute 260power. 270 margins get anything bigger..4 seconds whooping track coupes run attest.as 545 sub 60 ha kidding. loaded new 530 54-56k i've shopped discounts 545. old 540 loaded near 68 so.bmw 47k - stripped maybe discount can't get !! 330 loaded 44 man 3 k we'd bmw included. get prices please email family car shopper demand numbers."
2190,"June 15, 2004  5:22PM",kdshapiro,"""marginally faster still faster. 14.6 14.5 vs 13.9 14 major difference worth savings less g 3.""yes, agree want g. want bmw you'll getting substantially better gas mileage, refined ride, better precision machine, nice looking ride interior! ride, decide.if you're really talking racing supercharge bmw 0-100 5 seconds.if want stripper bmw, order it, you'll wait months, you'll get car want. order stripper bmw $47,895"
2191,"June 15, 2004  5:43PM",riez,"power power cars, driver skill mazdarity clutch & shifter make huge difference. car mag guys paid use aggressive means. willing turn tc system drop clutch 3-5,000 accelerations smoke tires? real world drivers even come close street. it, don't many times.even bmw's smg launch control allow many brutal launches. forget number 5-6-7.an power power takes driver skill it. easier average person get close theoretical maximum performance since fewer vhondables less driving skill needed.don't forget gearing final drive ratios critical. huge key best 0-60 acceleration time needing 2 gears (1st 2nd). time shifts wasted. many cars require shift 3rd hit 60 acceleration. they'll hit rev limiter reaching 60 acceleration upshift.c&d's 5-60 acceleration ""street start"" time probably best single acceleration number average street driver!"
2192,"June 15, 2004  6:01PM",chrisboth,"it's long goes...""yes, agree want g. want bmw you'll getting substantially better gas mileage, refined ride, better precision machine, nice looking ride interior! ride, decide.""1) substantially better gas mileage: ok win. folks report 3-6 better 3 g. got price beat class tears. 2) refined ride: interior stuff stock 27k form g handles better faster tractions (new term) 330 matches 330 zpower. latest test g sedan 215s .9 skidpad slaloms stats g >66 never second 330 direct comparison. nothing 3 better except maybe ride quality? refinement vehicle second leader performance categories. must missed bolted infiniti dealer 330 44k; get -no refined 28k g test drove. fact extra wheel base 5 series like 3 hondaing bimmer loving soon laws claw g weekend. 3 refined interior german car sure - can't run road better g beyond intricacies personal preference. always subjectiveness lets take look media say constoyotaently dub g class leader. i'm sure new 3 address spades.3) better precision machine: um no. mean since car slower handles almost well g. 3 inbred feeling precision makes feel like handle acccelerate like g can't...whatever prices much - way much.4) nice looking ride: yes correct. 3 great looking prob best looking 1-7 series refined bangles desires. least got 1.5 3 right - 5 growing again! old 3 classic desing sure - wonder thought would sell many - ubtoyotauity sign success. g like cowboys - ok blueguy - g like j lo - either people love hate her.supercharge bmw - power lacking bmw would keep going far home. problems stroked power already 9k acceleration - another 140 ft/# would detenation waiting happen. i'm na guy. ps vq handles 400-500 power fi without reinforced internals. one quality car scratch get power know pleny fi g's would cause one scratch thier head considering bmw. guys 6 pounds boost getting 12.5's street tires. really anyone fi bmw? must really turn boost."
2193,"June 15, 2004  6:07PM",chrisboth,ps i'm qualitying bmw it's 1500 exterior want. ok 55k without much extra like it. less thought - wait interior changer - jeez.
2194,"June 15, 2004  6:18PM",speedracer3,"i'd give ""prescision machine"" tittle infiniti, since reliable bmw. think correct word probably ""teutonic""."
2195,"June 15, 2004  7:52PM",designman,"teutonic? bangle design director? nah, days over."
2196,"June 15, 2004  7:59PM",speedracer3,"designman,be nice, 3 series bangled yet. that's next year."
2197,"June 15, 2004  8:18PM",designman,ah-h e46. we're last chance saloon here. get 'em can!
2198,"June 15, 2004 10:47PM",blueguydotcom,"c&d's 5-60 acceleration ""street start"" time probably best single acceleration number average street driver! i've never understood one - drop car first take like bat hades.the sillier one involves top gear like 30 50. uh, sort tool 6 acceleration tries acceleration 6th 50? that's cruising gear - use 80 acceleration. msrp 545i 58k. wanted car stripped like that, i'm sure could get deal least grand price. probably that.as fi pontiac5...no way. talk nuking warranty. nicely packaged pontiac5 like 34k msrp, 30k ttl. nice deal. like car. guy sti obliterate cars mentioned. like pontiac5, car didn't appeal me. can't change fact didn't love pontiac5. wanted too. i'm sure accountant wishes i'd gone route too. outright performance goal either subaru models would garage. expected sports sedan one company offered product could put day day out. wasn't acura infiniti. wish been..."
2199,"June 16, 2004 12:00AM",riez,"blueguydotcom... happens ""drop car first take like bat hades?"" smoking/shredding rutoyotaer! premature clutch wear? possible drivetrain ttoyotaa?the 5-60acceleration street start driver's ""testing"". can't say desire smoking burnouts. tires price need handling create smoke!!!the top gear testing data indicates power power relative gearing. check difference say 6-acceleration power acura, 6-acceleration power pontiac5 coupe, 6-acceleration power pontiac."
2200,"June 16, 2004  6:07AM",blueguydotcom,"blueguydotcom... happens ""drop car first take like bat hades?"" smoking/shredding rutoyotaer! premature clutch wear? possible drivetrain ttoyotaa?none above. slip first bimmer simply launch. fuss, tcs, nothing zipping away. quite often i'm creeping light know change soon. roll up, slide first light changes, slam home. 5-60acceleration street start driver's ""testing"". can't say desire smoking burnouts. tires price need handling create smoke!!!never smoke coming tires - even traction control car going sideways.the top gear testing data indicates power power relative gearing. check difference say 6-acceleration power acura, 6-acceleration power pontiac5 coupe, 6-acceleration power pontiac. cars, they're geared correctly, car handling almost accelerations 60 30 6th gear. tool would attempt punch 60 acceleration 6th gear. don't buy power totally control car. 3rd gear works fine low accelerations. 6th 80. ideally around 100. top gear supposed cruising gear, passing gear. sounds like sort test magazine would compliment lazy american style driving."
2201,"June 16, 2004 12:13PM",riez,"blueguydotcom... remember, i'm talking average driver. drivers usa driving powers. keep mind many cars don't allow disable fully disable traction control system. cars, can't achieve maximum acceleration launches. cars lack power output really smoke tires matter high accelerations drop clutch.unlike aggressive-launch 0-60 acceleration test, 5-60 acceleration test good indicator average person's ability reliably duplicate test result, esp. power."
2202,"June 16, 2004  2:33PM",kyfdx,"5-60 good test, mainly involves revving clutch drop. takes spinning tire driver ability equation acceleration numbers.. give good handle power turbo lag, etc... top gear thing silly.. car power, obviously can't keep top gear, test useless.. but, still it.regards,kyfdx"
2203,"June 16, 2004  2:44PM",kdshapiro,must reading different magazines.
